Agency,Average Number of Days to Adjudicate,Component,Median Number of Days to Adjudicate,Number Denied,Number Granted,Year
US ADF,,US ADF,,0.0,0.0,2015
US RRB,,OIG,,0.0,0.0,2015
US RRB,,RRB,,0.0,0.0,2015
USAB,1.0,USAB,1.0,0.0,5.0,2015
USAID,6.43,USAID,5.0,6.0,24.0,2015
USCCR,13.0,USCCR,1.0,0.0,3.0,2015
USDA,0.6,AMS,1.0,1.0,4.0,2015
USDA,1.71,APHIS,1.0,2.0,33.0,2015
USDA,,ASCR,,0.0,0.0,2015
USDA,,FAS,,0.0,0.0,2015
USDA,1.0,FNCS,1.0,0.0,2.0,2015
USDA,3.55,FS,1.0,5.0,215.0,2015
USDA,0.56,FSA,1.0,0.0,9.0,2015
USDA,2.5,FSIS,2.5,1.0,1.0,2015
USDA,,GIPSA,,0.0,0.0,2015
USDA,,NAD,,0.0,0.0,2015
USDA,8.0,NRCS,1.0,0.0,6.0,2015
USDA,,OBPA,,0.0,0.0,2015
USDA,1.0,OCFO,1.0,0.0,1.0,2015
USDA,,OGC,,0.0,0.0,2015
USDA,,OIG,,0.0,0.0,2015
USDA,10.34,OSEC/OCIO/DM,8.0,8.0,10.0,2015
USDA,36.75,RD,4.5,1.0,3.0,2015
USDA,1.0,REE,1.0,1.0,9.0,2015
USDA,5.0,RMA,7.0,1.0,2.0,2015
USIBWC,7.5,USIBWC,7.5,0.0,2.0,2015
USITC,20.0,USITC,20.0,1.0,0.0,2015
USNRC,1.0,USNRC,1.0,56.0,50.0,2015
USPS,1.0,PS,1.0,13.0,1.0,2015
USPS,,OIG,,0.0,0.0,2015
USPS,1.0,PIS,1.0,5.0,0.0,2015
USTDA,,USTDA,,0.0,0.0,2015
USTR,,USTR,,0.0,0.0,2015
VA,,Admin,,0.0,0.0,2015
VA,,BVA,,0.0,0.0,2015
VA,,C&LA,,0.0,0.0,2015
VA,212.0,CFM,212.0,2.0,0.0,2015
VA,,GC,,0.0,1.0,2015
VA,,HRM,,0.0,1.0,2015
VA,,IG,,0.0,0.0,2015
VA,,Mgmt,,0.0,2.0,2015
VA,,NCA,,0.0,0.0,2015
VA,8.88,OAL,,5.0,3.0,2015
VA,,OASHRA,,0.0,0.0,2015
VA,,OASP&IA,,0.0,0.0,2015
VA,,ODASB,,0.0,0.0,2015
VA,,ODASIA,,0.0,1.0,2015
VA,,ODI,,0.0,0.0,2015
VA,,OIT,,0.0,1.0,2015
VA,,ORM,,0.0,0.0,2015
VA,,OSDBU,,0.0,0.0,2015
VA,,OSP,,0.0,0.0,2015
VA,,P&P,,0.0,0.0,2015
VA,43.67,PA,4.0,0.0,6.0,2015
VA,,SEC,,1.0,8.0,2015
VA,13.59,VBA,1.0,1.0,21.0,2015
VA,7.35,VHA,,70.0,190.0,2015
