Agency,Component,Description,No. of Times Used,Total,Year
NSF,OGC,,0,0.0,2012
NSF,OIG,,0,0.0,2012
NSF,OIG,Available on the Internet,5,11.0,2012
NSF,OIG,Administrative Closures - based on Response and Non response to continued interested calls and correspondence,6,11.0,2012
NSF,OGC,,0,0.0,2012
NSF,OIG,No Authorization to Release Records.,1,10.0,2012
NSF,OIG,Glomar Response.,9,10.0,2012
NSF,OGC,,0,0.0,2012
NSF,OGC,retired to NARA Archived records,1,6.0,2012
NSF,OGC,retired to NARA,1,6.0,2012
NSF,OGC,Not in scope,1,6.0,2012
NSF,OGC,unable to locate retirement information,1,6.0,2012
NSF,OGC,unable to locate record.,1,6.0,2012
NSF,OGC,records retired to NARA,1,6.0,2012
NSF,OIG,Referral page(s),167,167.0,2012
NSF,OIG,,0,0.0,2012
NTSB,HQ,File Review,1,2.0,2012
NTSB,HQ,Glomar,1,2.0,2012
NTSB,HQ,,0,0.0,2012
ONDCP,OLC,Referred Records Improperly Directed,1,2.0,2012
ONDCP,OLC,Closed in litigation,1,2.0,2012
PC,OIG,,0,0.0,2012
PC,OIG,Transferred within DOT,6,6.0,2012
PC,OIG,Verification of Identity Not Provided,6,6.0,2012
PC,OIG,Records Publicly Available,1,4.0,2012
PC,OIG,Coordinated by another processing office,1,4.0,2012
PC,OIG,Unable to locate requester,2,4.0,2012
PC,OIG,,0,0.0,2012
PC,OIG,Records referred not related or indexed to the requester,3,3.0,2012
PC,OIG,,0,0.0,2012
PC,OIG,Administrative Closures - based on Response and Non response to continued interested calls and correspondence,6,11.0,2012
PC,OIG,Available on the Internet,5,11.0,2012
PC,OIG,No Authorization to Release Records.,1,10.0,2012
PC,OIG,Glomar Response.,9,10.0,2012
PC,OIG,Referral page(s),167,167.0,2012
PC,OIG,,0,0.0,2012
SEC,HQ,File Review,1,2.0,2012
SEC,HQ,Glomar,1,2.0,2012
SEC,HQ,,0,0.0,2012
State,OIG,,0,0.0,2012
State,DoS,Cases closed and went directly to litigation,9,9.0,2012
State,OIG,Transferred within DOT,6,6.0,2012
State,OIG,Verification of Identity Not Provided,6,6.0,2012
State,OIG,Records Publicly Available,1,4.0,2012
State,OIG,Coordinated by another processing office,1,4.0,2012
State,OIG,Unable to locate requester,2,4.0,2012
State,OIG,,0,0.0,2012
State,OIG,Records referred not related or indexed to the requester,3,3.0,2012
State,OIG,,0,0.0,2012
State,OIG,Available on the Internet,5,11.0,2012
State,OIG,Administrative Closures - based on Response and Non response to continued interested calls and correspondence,6,11.0,2012
State,OIG,No Authorization to Release Records.,1,10.0,2012
State,OIG,Glomar Response.,9,10.0,2012
State,OIG,Referral page(s),167,167.0,2012
State,OIG,,0,0.0,2012
Treasury,DO,aggregated requests,6,6.0,2012
Treasury,OCC,Not FOIA,17,31.0,2012
Treasury,OCC,Records previously furnished,3,31.0,2012
Treasury,OCC,No records exist,11,31.0,2012
U.S. DOL,OIG,,0,0.0,2012
U.S. DOL,OIG,Transferred within DOT,6,6.0,2012
U.S. DOL,OIG,Verification of Identity Not Provided,6,6.0,2012
U.S. DOL,OIG,Coordinated by another processing office,1,4.0,2012
U.S. DOL,OIG,Unable to locate requester,2,4.0,2012
U.S. DOL,OIG,Records Publicly Available,1,4.0,2012
U.S. DOL,OIG,,0,0.0,2012
U.S. DOL,SOL,,0,0.0,2012
U.S. DOL,ADJ BDS,,0,0.0,2012
U.S. DOL,ALJ,Records distroyed in accordance with approved schedule,1,4.0,2012
U.S. DOL,ALJ,Request not perfected,2,4.0,2012
U.S. DOL,ALJ,Misrouted request,1,4.0,2012
U.S. DOL,ASP,Request not perfected,6,6.0,2012
U.S. DOL,OPA,,0,0.0,2012
U.S. DOL,CFO,,0,0.0,2012
U.S. DOL,EBSA,Privacy Act,2,7.0,2012
U.S. DOL,EBSA,Request not perfected,5,7.0,2012
U.S. DOL,ETA,,0,0.0,2012
U.S. DOL,ILAB,,0,0.0,2012
U.S. DOL,BLS,Misrouted request,2,2.0,2012
U.S. DOL,MSHA,Misrouted request,54,54.0,2012
U.S. DOL,OSHA,Records distroyed in accordance with approved schedule,21,452.0,2012
U.S. DOL,OSHA,Misrouted request,41,452.0,2012
U.S. DOL,OSHA,Request Transferred,62,452.0,2012
U.S. DOL,OSHA,Privacy Act,3,452.0,2012
U.S. DOL,OSHA,Case file still open,189,452.0,2012
U.S. DOL,OSHA,Information available on web,3,452.0,2012
U.S. DOL,OSHA,Request not perfected,40,452.0,2012
U.S. DOL,OSHA,Under contest/investgation,84,452.0,2012
U.S. DOL,OSHA,Requester was asked to narrow scope with no response,9,452.0,2012
U.S. DOL,OASAM,Request not perfected,1,3.0,2012
U.S. DOL,OASAM,Information available on web,1,3.0,2012
U.S. DOL,OASAM,Misrouted request,1,3.0,2012
U.S. DOL,OCIA,,0,0.0,2012
U.S. DOL,ODEP,,0,0.0,2012
U.S. DOL,OIG,Records referred not related or indexed to the requester,3,3.0,2012
U.S. DOL,SOL,Request not perfected,2,8.0,2012
U.S. DOL,SOL,Misrouted request,5,8.0,2012
U.S. DOL,SOL,Information available on web,1,8.0,2012
U.S. DOL,VETS,Information available on web,1,64.0,2012
U.S. DOL,VETS,Request not perfected,34,64.0,2012
U.S. DOL,VETS,Misrouted request,29,64.0,2012
U.S. DOL,WB,Misrouted request,1,1.0,2012
U.S. DOL,OIG,,0,0.0,2012
U.S. DOL,OIG,Administrative Closures - based on Response and Non response to continued interested calls and correspondence,6,11.0,2012
U.S. DOL,OIG,Available on the Internet,5,11.0,2012
U.S. DOL,OIG,Glomar Response.,9,10.0,2012
U.S. DOL,OIG,No Authorization to Release Records.,1,10.0,2012
U.S. DOL,OFCCP,,0,0.0,2012
U.S. DOL,OLMS,Misrouted request,1,1.0,2012
U.S. DOL,OWCP,Privacy Act,1,20.0,2012
U.S. DOL,OWCP,Request not perfected,16,20.0,2012
U.S. DOL,OWCP,Misrouted request,3,20.0,2012
U.S. DOL,WHD,Misrouted request,61,69.0,2012
U.S. DOL,WHD,Request not perfected,8,69.0,2012
U.S. DOL,OIG,Referral page(s),167,167.0,2012
U.S. DOL,OSEC,Misrouted request,3,3.0,2012
U.S. DOL,EXEC SEC,Departmental Search Conducted (not a request for processing),79,79.0,2012
U.S. DOL,OIG,,0,0.0,2012
US RRB,OIG,,0,0.0,2012
US RRB,OIG,Transferred within DOT,6,6.0,2012
US RRB,OIG,Verification of Identity Not Provided,6,6.0,2012
US RRB,OIG,Unable to locate requester,2,4.0,2012
US RRB,OIG,Records Publicly Available,1,4.0,2012
US RRB,OIG,Coordinated by another processing office,1,4.0,2012
US RRB,OIG,,0,0.0,2012
US RRB,OIG,Records referred not related or indexed to the requester,3,3.0,2012
US RRB,OIG,,0,0.0,2012
US RRB,OIG,Administrative Closures - based on Response and Non response to continued interested calls and correspondence,6,11.0,2012
US RRB,OIG,Available on the Internet,5,11.0,2012
US RRB,RRB,,0,0.0,2012
US RRB,OIG,No Authorization to Release Records.,1,10.0,2012
US RRB,OIG,Glomar Response.,9,10.0,2012
US RRB,OIG,Referral page(s),167,167.0,2012
US RRB,OIG,,0,0.0,2012
USDA,OIG,,0,0.0,2012
USDA,OIG,Transferred within DOT,6,6.0,2012
USDA,OGC,,0,0.0,2012
USDA,OIG,Verification of Identity Not Provided,6,6.0,2012
USDA,OIG,Coordinated by another processing office,1,4.0,2012
USDA,OIG,Unable to locate requester,2,4.0,2012
USDA,OIG,Records Publicly Available,1,4.0,2012
USDA,OGC,,0,0.0,2012
USDA,OIG,,0,0.0,2012
USDA,OIG,Records referred not related or indexed to the requester,3,3.0,2012
USDA,FSA,,0,0.0,2012
USDA,OCFO,,0,0.0,2012
USDA,OGC,,0,0.0,2012
USDA,OIG,,0,0.0,2012
USDA,OIG,Administrative Closures - based on Response and Non response to continued interested calls and correspondence,6,11.0,2012
USDA,OIG,Available on the Internet,5,11.0,2012
USDA,OGC,,0,0.0,2012
USDA,APHIS,,0,0.0,2012
USDA,FNCS,,0,0.0,2012
USDA,OIG,No Authorization to Release Records.,1,10.0,2012
USDA,OIG,Glomar Response.,9,10.0,2012
USDA,FSA,Requester Referred to Public Website.,8,19.0,2012
USDA,FSA,Glomar Response.,1,19.0,2012
USDA,FSA,Records Not Available in Format Requested.,10,19.0,2012
USDA,OCFO,,0,0.0,2012
USDA,DM,,0,0.0,2012
USDA,NRCS,,0,0.0,2012
USDA,AMS,Requester failed to comply with multiple requests for clarification.,8,8.0,2012
USDA,OGC,,0,0.0,2012
USDA,RD,,0,0.0,2012
USDA,REE,,0,0.0,2012
USDA,RMA,,0,0.0,2012
USDA,FAS,,0,0.0,2012
USDA,OBPA,,0,0.0,2012
USDA,GIPSA,,0,0.0,2012
USDA,FS,Requester failed to comply with multiple requests for clarification.,59,59.0,2012
USDA,ASCR,,0,0.0,2012
USDA,FSIS,,0,0.0,2012
USDA,NAD,,0,0.0,2012
USDA,OGC,unable to locate record.,1,6.0,2012
USDA,OGC,records retired to NARA,1,6.0,2012
USDA,OGC,retired to NARA Archived records,1,6.0,2012
USDA,OGC,retired to NARA,1,6.0,2012
USDA,OGC,Not in scope,1,6.0,2012
USDA,OGC,unable to locate retirement information,1,6.0,2012
USDA,OIG,Referral page(s),167,167.0,2012
USDA,OSEC,Misrouted request,3,3.0,2012
USDA,OSEC/OCIO,,0,0.0,2012
USDA,OIG,,0,0.0,2012
USPS,OIG,,0,0.0,2012
USPS,OIG,Transferred within DOT,6,6.0,2012
USPS,OIG,Verification of Identity Not Provided,6,6.0,2012
USPS,OIG,Coordinated by another processing office,1,4.0,2012
USPS,OIG,Unable to locate requester,2,4.0,2012
USPS,OIG,Records Publicly Available,1,4.0,2012
USPS,OIG,,0,0.0,2012
USPS,OIG,Records referred not related or indexed to the requester,3,3.0,2012
USPS,OIG,,0,0.0,2012
USPS,OIG,Available on the Internet,5,11.0,2012
USPS,OIG,Administrative Closures - based on Response and Non response to continued interested calls and correspondence,6,11.0,2012
USPS,OIG,No Authorization to Release Records.,1,10.0,2012
USPS,OIG,Glomar Response.,9,10.0,2012
USPS,PS,Referral page(s),87,142.0,2012
USPS,PS,Duplicate page(s),1,142.0,2012
USPS,PS,Non-responsive,54,142.0,2012
USPS,OIG,Referral page(s),167,167.0,2012
USPS,PIS,Referral page(s),29,29.0,2012
USPS,OIG,,0,0.0,2012
VA,IG,,0,0.0,2012
VA,VHA,Glomar response,9,23.0,2012
VA,VHA,Requester died before request was completed,14,23.0,2012
VA,MGMT,Records Publicly Available,1,1.0,2012
VA,SEC,Records lost or destroyed,165,316.0,2012
VA,SEC,Referred to Web,118,316.0,2012
VA,SEC,Cancelled,33,316.0,2012
VA,OIT,Glomar response,2,2.0,2012
CNCS,OIG,,0,0.0,2013
CNCS,OIG,Transferred to another DOT component,12,13.0,2013
CNCS,OIG,Transferred outside of DOT,1,13.0,2013
CNCS,OIG,FOIA Misdirected,1,1.0,2013
CNCS,OIG,Records Publicly Available,2,2.0,2013
CNCS,OIG,Assigned to other bureau/office for response,1,7.0,2013
CNCS,OIG,Request administratively closed,6,7.0,2013
CNCS,OIG,,0,0.0,2013
CNCS,OIG,Records on website,4,24.0,2013
CNCS,OIG,Administratively Closed - Based on response/non-response due to continued interest calls and correspondence,20,24.0,2013
CNCS,OIG,,0,0.0,2013
CNCS,OIG,,0,0.0,2013
CNCS,OIG,,0,0.0,2013
CNCS,OIG,,0,0.0,2013
CNCS,OIG,,0,0.0,2013
CNCS,OIG,,0,0.0,2013
CSOSA,HQ,,0,0.0,2013
CSOSA,HQ,,0,0.0,2013
DHS,OIG,,0,0.0,2013
DHS,OLA,Referred Documents Not Responsive,4,9.0,2013
DHS,OLA,Directed requester to another agency or entity,5,9.0,2013
DHS,OIG,Transferred outside of DOT,1,13.0,2013
DHS,OIG,Transferred to another DOT component,12,13.0,2013
DHS,OIG,FOIA Misdirected,1,1.0,2013
DHS,CBP,Sent in error,7,49.0,2013
DHS,CBP,Unable to locate requestor,10,49.0,2013
DHS,CBP,Records Publicly Available,17,49.0,2013
DHS,CBP,Coordinated by another processing office,15,49.0,2013
DHS,CRCL,,0,0.0,2013
DHS,FEMA,Unable to locate requestor,4,12.0,2013
DHS,FEMA,Records Publicly Available,6,12.0,2013
DHS,FEMA,Coordinated by another processing office,2,12.0,2013
DHS,FLETC,,0,0.0,2013
DHS,I&A,,0,0.0,2013
DHS,ICE,Unable to locate requestor,83,781.0,2013
DHS,ICE,Fugitive Dissentitlement,532,781.0,2013
DHS,ICE,Referred Documents are Non Responsive,160,781.0,2013
DHS,ICE,Records Publicly Available,1,781.0,2013
DHS,ICE,Litigation,4,781.0,2013
DHS,ICE,Aggregated,1,781.0,2013
DHS,NPPD,Duplicate,31,31.0,2013
DHS,OIG,Records Publicly Available,2,2.0,2013
DHS,OPS,,0,0.0,2013
DHS,PRIV,Coordinated by another processing office,7,53.0,2013
DHS,PRIV,Unable to locate requestor,10,53.0,2013
DHS,PRIV,Aggregated,3,53.0,2013
DHS,PRIV,Litigation,2,53.0,2013
DHS,PRIV,Records Publicly Available,31,53.0,2013
DHS,S&T,,0,0.0,2013
DHS,TSA,Unable to locate requestor,12,22.0,2013
DHS,TSA,Records Publicly Available,6,22.0,2013
DHS,TSA,"Aggregated,",4,22.0,2013
DHS,USCG,,0,0.0,2013
DHS,USCIS,Unable to locate requestor,3,3.0,2013
DHS,USSS,Coordinated by another processing office,1,257.0,2013
DHS,USSS,Referred Documents are Non Responsive,27,257.0,2013
DHS,USSS,Records Publicly Available,2,257.0,2013
DHS,USSS,Unable to locate requestor,22,257.0,2013
DHS,USSS,Statute of Limitation Has Passed,26,257.0,2013
DHS,USSS,Opened in Error,6,257.0,2013
DHS,USSS,Nonresponsive to Requests for Additional Information,173,257.0,2013
DHS,OIG,Assigned to other bureau/office for response,1,7.0,2013
DHS,OIG,Request administratively closed,6,7.0,2013
DHS,OPA,,0,0.0,2013
DHS,CFO,,0,0.0,2013
DHS,OIG,,0,0.0,2013
DHS,OIG,Records on website,4,24.0,2013
DHS,OIG,Administratively Closed - Based on response/non-response due to continued interest calls and correspondence,20,24.0,2013
DHS,OIG,,0,0.0,2013
DHS,OIG,,0,0.0,2013
DHS,OIG,,0,0.0,2013
DHS,OGC,Appealed prior to agency response.,1,1.0,2013
DHS,OIG,,0,0.0,2013
DHS,OGC,FOIA Request not required.,1,1.0,2013
DHS,OIG,,0,0.0,2013
DHS,OLA,,0,0.0,2013
DHS,OIG,,0,0.0,2013
DNFSB,OGC,Appealed prior to agency response.,1,1.0,2013
DNFSB,OGC,FOIA Request not required.,1,1.0,2013
DOC,OIG,,0,0.0,2013
DOC,OIG,Transferred outside of DOT,1,13.0,2013
DOC,OIG,Transferred to another DOT component,12,13.0,2013
DOC,OS,Publicly Available Information,6,7.0,2013
DOC,OS,Responded to outside of FOIA,1,7.0,2013
DOC,Census,Appeal - Processed at DOC,1,23.0,2013
DOC,Census,Response returned by USPS,1,23.0,2013
DOC,Census,Publicly Available Information,13,23.0,2013
DOC,Census,The Department FOIA Office took the lead on the request and its was reopened separately,8,23.0,2013
DOC,NIST,"Request referrals returned to another agency for direct response to requester, as the requests did not involve NIST",2,2.0,2013
DOC,NOAA,Appeal - Processed at DOC,2,13.0,2013
DOC,NOAA,Publicly Available Information,11,13.0,2013
DOC,OIG,FOIA Misdirected,1,1.0,2013
DOC,OIG,Records Publicly Available,2,2.0,2013
DOC,OIG,Request administratively closed,6,7.0,2013
DOC,OIG,Assigned to other bureau/office for response,1,7.0,2013
DOC,OS,Assigned to other bureau/office for response,27,47.0,2013
DOC,OS,Requester failed to provide requested clarification,4,47.0,2013
DOC,OS,Requester failed to provide written consent of subject individual,1,47.0,2013
DOC,OS,Request administratively closed,15,47.0,2013
DOC,OIG,,0,0.0,2013
DOC,OIG,Records on website,4,24.0,2013
DOC,OIG,Administratively Closed - Based on response/non-response due to continued interest calls and correspondence,20,24.0,2013
DOC,OS,Administrative Closure - Based on Response and Non Response to Continued Interest calls and Correspondence,24,32.0,2013
DOC,OS,In Litigation,4,32.0,2013
DOC,OS,Referred to website,4,32.0,2013
DOC,OIG,,0,0.0,2013
DOC,OIG,,0,0.0,2013
DOC,OIG,,0,0.0,2013
DOC,OIG,,0,0.0,2013
DOC,OIG,,0,0.0,2013
DOC,OIG,,0,0.0,2013
DoD,AF,Misdirected Request,100,726.0,2013
DoD,AF,Administratively Closed,511,726.0,2013
DoD,AF,Unable to contact requester,111,726.0,2013
DoD,AF,Litigation,4,726.0,2013
DoD,ASBCA,,0,0.0,2013
DoD,ARMY,Administratively Closed,1150,1217.0,2013
DoD,ARMY,Misdirected Request,67,1217.0,2013
DoD,CENTCOM,Administratively Closed,2,8.0,2013
DoD,CENTCOM,Unable to contact requester,2,8.0,2013
DoD,CENTCOM,Misdirected Request,4,8.0,2013
DoD,DCAA,,0,0.0,2013
DoD,DCMA,Misdirected Request,51,51.0,2013
DoD,DeCA,,0,0.0,2013
DoD,DFAS,Administratively Closed,4,4.0,2013
DoD,DIA,Administratively Closed,3,62.0,2013
DoD,DIA,Unable to contact requester,43,62.0,2013
DoD,DIA,Misdirected Request,16,62.0,2013
DoD,DISA,Misdirected Request,2,5.0,2013
DoD,DISA,Administratively Closed,3,5.0,2013
DoD,DLA,Misdirected Request,91,125.0,2013
DoD,DLA,Administratively Closed,34,125.0,2013
DoD,DoDEA,Misdirected Request,0,0.0,2013
DoD,DSS,,0,0.0,2013
DoD,DTIC,,0,0.0,2013
DoD,DTRA,Administratively Closed,5,5.0,2013
DoD,EUCOM,Administratively Closed,4,4.0,2013
DoD,NAVY,Administratively Closed,108,668.0,2013
DoD,NAVY,Misdirected Request,558,668.0,2013
DoD,NAVY,Litigation,2,668.0,2013
DoD,NGA,Administratively Closed,22,22.0,2013
DoD,NORTHCOM,,0,0.0,2013
DoD,NRO,,0,0.0,2013
DoD,NSA,Misdirected Request,40,44.0,2013
DoD,NSA,Administratively Closed,4,44.0,2013
DoD,OSD/JS,Litigation,5,286.0,2013
DoD,OSD/JS,Misdirected Request,225,286.0,2013
DoD,OSD/JS,Administratively Closed,51,286.0,2013
DoD,OSD/JS,Insufficient Address,5,286.0,2013
DoD,PACOM,Misdirected Request,2,3.0,2013
DoD,PACOM,Administratively Closed,1,3.0,2013
DoD,SOCOM,Litigation,1,18.0,2013
DoD,SOCOM,Misdirected Request,1,18.0,2013
DoD,SOCOM,Administratively Closed,16,18.0,2013
DoD,SOUTHCOM,Misdirected Request,1,12.0,2013
DoD,SOUTHCOM,Administratively Closed,1,12.0,2013
DoD,SOUTHCOM,Litigation,10,12.0,2013
DoD,STRATCOM,Misdirected Request,5,5.0,2013
DoD,TRANSCOM,Administratively Closed,8,8.0,2013
DoD,TRICARE,Administratively Closed,1,1.0,2013
DoD,AFRICOM,Misdirected Request,3,3.0,2013
DoD,NGB,Administratively Closed,5,5.0,2013
DoD,DoD IG,Misdirected Request,5,31.0,2013
DoD,DoD IG,Administratively Closed,26,31.0,2013
DoD,JPRA,Misdirected Request,1,1.0,2013
DOE,HQ,,0,0.0,2013
DOE,HQ,,0,0.0,2013
DOI,OIG,,0,0.0,2013
DOI,OIG,Transferred to another DOT component,12,13.0,2013
DOI,OIG,Transferred outside of DOT,1,13.0,2013
DOI,OS,Publicly Available Information,6,7.0,2013
DOI,OS,Responded to outside of FOIA,1,7.0,2013
DOI,OIG,FOIA Misdirected,1,1.0,2013
DOI,OIG,Records Publicly Available,2,2.0,2013
DOI,BIA,Requester failed to provide written consent of subject individual,2,19.0,2013
DOI,BIA,Assigned to other bureau/office for response,9,19.0,2013
DOI,BIA,Requester failed to provide requested clarification,8,19.0,2013
DOI,BLM,Request administratively closed,16,58.0,2013
DOI,BLM,Requester failed to provide requested clarification,19,58.0,2013
DOI,BLM,Assigned to other bureau/office for response,23,58.0,2013
DOI,BOR,Requester failed to provide requested clarification,4,47.0,2013
DOI,BOR,Assigned to other bureau/office for response,31,47.0,2013
DOI,BOR,Request administratively closed,12,47.0,2013
DOI,FWS,Assigned to other bureau/office for response,222,254.0,2013
DOI,FWS,Requester failed to provide requested clarification,19,254.0,2013
DOI,FWS,Request administratively closed,13,254.0,2013
DOI,NPS,Requester failed to provide requested clarification,12,23.0,2013
DOI,NPS,Request administratively closed,7,23.0,2013
DOI,NPS,Requester failed to provide written consent of subject individual,2,23.0,2013
DOI,NPS,Assigned to other bureau/office for response,2,23.0,2013
DOI,OIG,Request administratively closed,6,7.0,2013
DOI,OIG,Assigned to other bureau/office for response,1,7.0,2013
DOI,OS,Assigned to other bureau/office for response,27,47.0,2013
DOI,OS,Requester failed to provide requested clarification,4,47.0,2013
DOI,OS,Requester failed to provide written consent of subject individual,1,47.0,2013
DOI,OS,Request administratively closed,15,47.0,2013
DOI,OSM,Assigned to other bureau/office for response,4,5.0,2013
DOI,OSM,Request administratively closed,1,5.0,2013
DOI,SOL,Assigned to other bureau/office for response,2,2.0,2013
DOI,USGS,Assigned to other bureau/office for response,2,6.0,2013
DOI,USGS,Requester failed to provide requested clarification,2,6.0,2013
DOI,USGS,Request administratively closed,2,6.0,2013
DOI,OIG,,0,0.0,2013
DOI,SOL,Request Transferred,1,3.0,2013
DOI,SOL,Requester was asked to narrow scope with no response,2,3.0,2013
DOI,OIG,Records on website,4,24.0,2013
DOI,OIG,Administratively Closed - Based on response/non-response due to continued interest calls and correspondence,20,24.0,2013
DOI,OS,Referred to website,4,32.0,2013
DOI,OS,Administrative Closure - Based on Response and Non Response to Continued Interest calls and Correspondence,24,32.0,2013
DOI,OS,In Litigation,4,32.0,2013
DOI,OIG,,0,0.0,2013
DOI,OIG,,0,0.0,2013
DOI,OIG,,0,0.0,2013
DOI,OIG,,0,0.0,2013
DOI,OIG,,0,0.0,2013
DOI,OIG,,0,0.0,2013
DOI,BOEM,Assigned to other bureau/office for response,26,28.0,2013
DOI,BOEM,Request administratively closed,1,28.0,2013
DOI,BOEM,Requester failed to provide requested clarification,1,28.0,2013
DOI,BSEE,Requester failed to provide requested clarification,5,7.0,2013
DOI,BSEE,Assigned to other bureau/office for response,2,7.0,2013
DOJ,Office of the AG,Directed requester to another agency or entity,33,41.0,2013
DOJ,Office of the AG,Referred Documents Not Responsive,5,41.0,2013
DOJ,Office of the AG,Referred Records Improperly Directed,3,41.0,2013
DOJ,Office of the DAG,Directed requester to another agency or entity,5,11.0,2013
DOJ,Office of the DAG,Referred Records Improperly Directed,3,11.0,2013
DOJ,Office of the DAG,Referred Documents Not Responsive,3,11.0,2013
DOJ,Office of the Assoc. AG,Referred Documents Not Responsive,1,8.0,2013
DOJ,Office of the Assoc. AG,Referred Records Improperly Directed,1,8.0,2013
DOJ,Office of the Assoc. AG,Directed requester to another agency or entity,6,8.0,2013
DOJ,Antitrust,,0,0.0,2013
DOJ,ATF,Directed requester to another agency or entity,1,11.0,2013
DOJ,ATF,Unable to locate requester,10,11.0,2013
DOJ,BOP,,0,0.0,2013
DOJ,Civil,Unable to locate requester,1,7.0,2013
DOJ,Civil,Unreasonably Burdensome Search,5,7.0,2013
DOJ,Civil,Court Sealed,1,7.0,2013
DOJ,Civil Rights,,0,0.0,2013
DOJ,COPS,,0,0.0,2013
DOJ,Criminal,Closed in litigation,4,215.0,2013
DOJ,Criminal,Referred Records Improperly Directed,3,215.0,2013
DOJ,Criminal,Directed requester to another agency or entity,202,215.0,2013
DOJ,Criminal,Referred Documents Not Responsive,6,215.0,2013
DOJ,CRS,,0,0.0,2013
DOJ,DEA,FOIA rights waived,3,16.0,2013
DOJ,DEA,Referred Documents Not Responsive,1,16.0,2013
DOJ,DEA,Unable to locate requester,9,16.0,2013
DOJ,DEA,Closed in litigation,3,16.0,2013
DOJ,ENRD,Unable to locate requester,2,3.0,2013
DOJ,ENRD,Court Sealed,1,3.0,2013
